,province,competent_authority_number,brin_number,institution_name,street_name,house_number_supplement,post_code,city_name,municipal_number,municipal_name,denomination,telephone_number,internet_address,street_name_correspondence address,house_number_addition_correspondence_address,zip_code_correspondence_address,city_name_correspondence_address,nodal_area_code,nodal_area_name,rpa_area_code,rpa_area_name,wgr_area_code,wgr_area_name,corop_area_code,corop_area_name,education_area_code,education_area_name,rmc_region_code,rmc_region_name,type,education_structure,street_name_correspondence_address
3711,Noord-Holland,75375,06TM,Rooms Katholieke Basisschool Sint Jozef,Zwaagdijk,204,1682 NP,ZWAAGDIJK-OOST,420,MEDEMBLIK,Rooms-Katholiek,228581424,www.skowf.nl/site/stjozefschool,Zwaagdijk,204,1682 NP,ZWAAGDIJK-OOST,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3712,Noord-Holland,75375,07AO,Petrus Canisiusschool,Vekenweg,4,1663 BA,DE WEERE,432,OPMEER,Rooms-Katholiek,229581335,www.petruscanisiusschool.nl,Vekenweg,4,1663 BA,DE WEERE,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3713,Noord-Holland,75375,07AP,Rooms Katholieke Basisschool St Bernadette,Zuidermeerweg,58,1652 CV,ZUIDERMEER,1598,KOGGENLAND,Rooms-Katholiek,229561456,www.skowf.nl/site/stbernadette,Zuidermeerweg,58,1652 CV,ZUIDERMEER,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3714,Noord-Holland,75375,07BI,Jozef en Mariaschool,Pieter Koppesstraat,14,1641 LS,SPIERDIJK,1598,KOGGENLAND,Rooms-Katholiek,229561493,www.skowf.nl/site/jozefenmariaschool,Pieter Koppesstraat,14,1641 LS,SPIERDIJK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3715,Noord-Holland,75375,07QF,Rooms Katholieke Basisschool Pancratius,Doelenstraat,17,1601 GL,ENKHUIZEN,388,ENKHUIZEN,Rooms-Katholiek,228312846,www.skowf.nl/site/pancratius,Doelenstraat,17,1601 GL,ENKHUIZEN,39,Enkhuizen,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3716,Noord-Holland,75375,07RY,Basisschool Maria,Bagijnhof,39,1671 CC,MEDEMBLIK,420,MEDEMBLIK,Rooms-Katholiek,227541488,www.skowf.nl/site/mariabernadetteschool,Postbus,81,1670 AB,MEDEMBLIK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3717,Noord-Holland,75375,07TA,Basisschool Sint Hieronymus,Kerkweg,16,1687 PJ,WOGNUM,420,MEDEMBLIK,Rooms-Katholiek,229571539,www.skowf.nl/site/sthieronymus,Kerkweg,16,1687 PJ,WOGNUM,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3718,Noord-Holland,75375,07TC,Rooms Katholieke Basisschool De Bangert,Hooijschuurstraat,2,1619 CT,ANDIJK,420,MEDEMBLIK,Rooms-Katholiek,228592361,www.skowf.nl/site/debangert,Hooijschuurstraat,2,1619 CT,ANDIJK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3719,Noord-Holland,75375,07VI,Rooms Katholieke Basisschool St Bonifatius,Veldstralaan,4,1715 EP,SPANBROEK,432,OPMEER,Rooms-Katholiek,226351217,www.skowf.nl/site/bonifatiusschool,Postbus,28,1715 ZG,SPANBROEK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3720,Noord-Holland,75375,07WM,Rooms Katholieke Basisschool De Ark,Burgemeester Kooimanweg,1,1711 KK,HENSBROEK,1598,KOGGENLAND,Rooms-Katholiek,226452072,www.skowf.nl/site/deark,Burgemeester Kooimanweg,1,1711 KK,HENSBROEK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3721,Noord-Holland,75375,08MY,Basisschool St Werenfridus,Dorpsstraat,75-77,1693 AC,WERVERSHOOF,420,MEDEMBLIK,Rooms-Katholiek,228581739,www.skowf.nl/site/werenfridus,Dorpsstraat,75-77,1693 AC,WERVERSHOOF,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3722,Noord-Holland,75375,08OM,De Sprankeling,Buitenroede,12,1633 GZ,AVENHORN,1598,KOGGENLAND,Rooms-Katholiek,229343500,www.skowf.nl/site/desprankeling,Postbus,50,1633 ZH,AVENHORN,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3723,Noord-Holland,75375,09AK,Basisschool St Wulfram,Burg Heymansstraat,4,1718 AN,HOOGWOUD,432,OPMEER,Rooms-Katholiek,226355843,www.skowf.nl/site/stwulfram,Burg Heymansstraat,4,1718 AN,HOOGWOUD,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3724,Noord-Holland,75375,09XJ,Rooms Katholieke Basisschool 't Ruimteschip,Marsstraat,2,1716 WH,OPMEER,432,OPMEER,Rooms-Katholiek,226352552,www.skowf.nl/site/truimteschip,Postbus,53,1715 ZH,SPANBROEK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3725,Noord-Holland,75753,06NN,Julianaschool,Willem Kalfflaan,3,1401 CL,BUSSUM,1942,GOOISE MEREN,Protestants-Christelijk,356911994,www.julianadaltonschool.nl,Willem Kalfflaan,3,1401 CL,BUSSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3726,Noord-Holland,75753,08KP,Christelijke Nationale Basisschool Warin,Overmeerseweg,36,1394 BD,NEDERHORST DEN BERG,1696,WIJDEMEREN,Protestants-Christelijk,294251351,www.warinschool.nl,Postbus,58,1394 ZH,NEDERHORST DEN BERG,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3727,Noord-Holland,75753,08PE,Protestants Christelijke Basisschool De Regenboog,Elbert Mooijlaan,86,1241 BE,KORTENHOEF,1696,WIJDEMEREN,Protestants-Christelijk,356560408,www.regenboogkortenhoef.nl,Elbert Mooijlaan,86,1241 BE,KORTENHOEF,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3728,Noord-Holland,75753,08SQ,IKC-Wereldwijs,Laan van Eikenrode,51,1231 BN,LOOSDRECHT,1696,WIJDEMEREN,Protestants-Christelijk,355821848,www.ikc-Wereldwijs.nl,Laan van Eikenrode,51,1231 BN,LOOSDRECHT,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3729,Noord-Holland,75753,09CO,Rehobothschool,Westwalstraat,49,1411 PD,NAARDEN,1942,GOOISE MEREN,Protestants-Christelijk,356946240,www.rehobothschoolnaarden.nl,Westwalstraat,49,1411 PD,NAARDEN,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3730,Noord-Holland,75753,09MY,De Zonnewijzer,Lange Heul,149-B,1403 NH,BUSSUM,1942,GOOISE MEREN,Protestants-Christelijk,356989339,www.zonnewijzer-bussum.nl,Lange Heul,149-B,1403 NH,BUSSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3731,Noord-Holland,75753,15NU,Christelijke Basisschool Avonturijn,De Melkfabriek,5,1221 CE,HILVERSUM,402,HILVERSUM,Protestants-Christelijk,356859913,www.avonturijnhilversum.nl,De Melkfabriek,5,1221 CE,HILVERSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3732,Noord-Holland,75753,15VA,Lwj van Hasseltschool,Banckertlaan,130,1215 RH,HILVERSUM,402,HILVERSUM,Protestants-Christelijk,356244375,www.vanhasseltschool.org,Banckertlaan,130,1215 RH,HILVERSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3733,Noord-Holland,75753,15ZH,Nassauschool,Merelstraat,45,1223 NS,HILVERSUM,402,HILVERSUM,Protestants-Christelijk,356858172,www.nassauschoolhilversum.nl,Merelstraat,45,1223 NS,HILVERSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3734,Noord-Holland,75753,16CP,Wilhelminaschool,Gijsbrecht van Amstelstr,4,1213 CK,HILVERSUM,402,HILVERSUM,Protestants-Christelijk,356215840,www.wilhelminahilversum.nl,Gijsbrecht van Amstelstr,4,1213 CK,HILVERSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3735,Noord-Holland,75753,32BT,Julianaschool Kwartellaan,Kwartellaan,4,1403 BE,BUSSUM,1942,GOOISE MEREN,Bijzonder, , ,Kwartellaan,4,1403 BE,BUSSUM,45,Hilversum,16,Gooi en Vechtstreek,20,Gooi en Vechtstreek,24,Het Gooi en Vechtstreek,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,base school and (secondary) special education,,
3736,Noord-Holland,78457,07AD,Stichting Joodse Kindergemeenschap Cheider,Zeelandstraat,11,1082 BV,AMSTERDAM,363,AMSTERDAM,Joods,206465564, ,Postbus,7828,1008 AA,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3737,Noord-Holland,79016,07AM,Eerste Montessorischool,Kaj Munkweg,45,2131 RV,HOOFDDORP,394,HAARLEMMERMEER,Algemeen bijzonder,235611500,www.montessori-haarlemmermeer.nl,Kaj Munkweg,45,2131 RV,HOOFDDORP,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3738,Noord-Holland,79016,23RF,Montessorischool Floriande,Deltaweg,103,2134 XS,HOOFDDORP,394,HAARLEMMERMEER,Algemeen bijzonder,235619792,www.mvh-floriande.nl,Deltaweg,103,2134 XS,HOOFDDORP,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3739,Noord-Holland,79874,03CL,Lubertischool,Brink,29,1796 AH,DE KOOG,448,TEXEL,Algemeen bijzonder,222317778,https://www.lubertischool.nl/,Brink,29,1796 AH,DE KOOG,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3740,Noord-Holland,79874,03KX,Protestant Christelijke Basisschool De Fontein,Emmalaan,47,1791 AT,DEN BURG,448,TEXEL,Protestants-Christelijk,222313598,https://www.fonteintexel.nl,Emmalaan,47,1791 AT,DEN BURG,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3741,Noord-Holland,79874,03TS,Gideonschool Basisschool Protestants Christelijk Onderwijs,Princenhof,2,1611 WS,BOVENKARSPEL,532,STEDE BROEC,Protestants-Christelijk,228520344,https://www.gideonschool.nl/,Princenhof,2,1611 WS,BOVENKARSPEL,39,Enkhuizen,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3742,Noord-Holland,79874,04MK,De Wegwijzer-Basisschool School met de Bijbel,Hazepad,4,1674 NP,OPPERDOES,420,MEDEMBLIK,Protestants-Christelijk,227543553,https://www.wegwijzer-opperdoes.nl/,Hazepad,4,1674 NP,OPPERDOES,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3743,Noord-Holland,79874,04OW,PCB De Branding,Robbenoordstraat,11,1779 BJ,DEN OEVER,1911,HOLLANDS KROON,Protestants-Christelijk,227512276,https://www.daltonschooldebranding.nl/,Robbenoordstraat,11,1779 BJ,DEN OEVER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3744,Noord-Holland,79874,07AR,Protestants Christelijke Basisschool De Regenboog,Stroet,72,1744 GL,SINT MAARTEN,441,SCHAGEN,Protestants-Christelijk,224551652,https://www.regenboogstroet.nl,Stroet,72,1744 GL,SINT MAARTEN,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3745,Noord-Holland,79874,07AZ,Basisschool Het Koggeschip,Koggenlaan,35,1671 KH,MEDEMBLIK,420,MEDEMBLIK,Protestants-Christelijk,227542948,https://www.hetkoggeschip.nl,Postbus,89,1670 AB,MEDEMBLIK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3746,Noord-Holland,79874,08OQ,Idenburgschool,Dijkweg,30,1619 HB,ANDIJK,420,MEDEMBLIK,Protestants-Christelijk,228591463,https://www.idenburgschool.nl,Dijkweg,30,1619 HB,ANDIJK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3747,Noord-Holland,79874,09NG,Dr A Kuyperschool,Buttervin,1,1619 DB,ANDIJK,420,MEDEMBLIK,Protestants-Christelijk,228592983,https://www.kuyperschool.nl/,Buttervin,1,1619 DB,ANDIJK,40,Hoorn,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3748,Noord-Holland,79874,10FH,Protestants Christelijke Basisschool Enkhuizen,Toereppel,21,1602 KG,ENKHUIZEN,388,ENKHUIZEN,Protestants-Christelijk,228314808,https://www.hetmozaiek-enkhuizen.nl/,Toereppel,21,1602 KG,ENKHUIZEN,39,Enkhuizen,19,Noord-Holland-Noord,22,Westfriesland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,22,West-Friesland,base school and (secondary) special education,,
3749,Noord-Holland,79874,10HN,De Ark,Vincent van Goghlaan,2,1741 JR,SCHAGEN,441,SCHAGEN,Protestants-Christelijk,224212933,https://www.dearkschagen.nl/,Vincent van Goghlaan,2,1741 JR,SCHAGEN,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3750,Noord-Holland,79874,11YI,Protestants Christelijke Basisschool het Baken,Sternstraat,29,1771 AN,WIERINGERWERF,1911,HOLLANDS KROON,Protestants-Christelijk,227603466,https://www.pcbhetbaken.nl/,Postbus,41,1770 AA,WIERINGERWERF,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3751,Noord-Holland,79874,12QF,Basisschool De Wegwijzer,Pienterpad,3,1775 AX,MIDDENMEER,1911,HOLLANDS KROON,Protestants-Christelijk,227502113,https://www.wegwijzer-middenmeer.nl/,Pienterpad,3,1775 AX,MIDDENMEER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3752,Noord-Holland,79874,12XM,Het Creiler Woud,Bollenstraat,66,1773 AK,KREILEROORD,1911,HOLLANDS KROON,Protestants-Christelijk,227663536,https://www.creilerwoud.nl,Bollenstraat,66,1773 AK,KREILEROORD,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3753,Noord-Holland,79874,15FR,Basisschool Schoter Duyn,Heiligharn,125,1785 SZ,DEN HELDER,400,DEN HELDER,Protestants-Christelijk,223660574,https://www.schoterduijn.nl/,Heiligharn,125,1785 SZ,DEN HELDER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3754,Noord-Holland,79874,15QL,Basisschool Koningin Juliana,Lombokstraat,2-B,1782 SR,DEN HELDER,400,DEN HELDER,Protestants-Christelijk,223619293,https://www.bs-kon-julianaschool.nl,Postbus,329,1780 AH,DEN HELDER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3755,Noord-Holland,79874,15VE,Basisschool De Fontein,IJsselmeerstraat,184,1784 MA,DEN HELDER,400,DEN HELDER,Protestants-Christelijk,223660731,https://www.fonteindenhelder.nl/,Postbus,119,1780 AC,DEN HELDER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3756,Noord-Holland,79874,15XJ,Basisschool De Rank,Drooghe Bol,1007,1788 VA,JULIANADORP,400,DEN HELDER,Protestants-Christelijk,223690075,https://www.rankdh.nl/,Postbus,1017,1780 EA,DEN HELDER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3757,Noord-Holland,79874,15ZK,Basisschool De Verrekijker,Vogelzand,4104,1788 MJ,JULIANADORP,400,DEN HELDER,Protestants-Christelijk,223690074,https://www.verrekijkerjulianadorp.nl,Postbus,1038,1780 EA,DEN HELDER,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3758,Noord-Holland,79874,18RR,Dr J P Thijsseschool,Emmalaan,47,1791 AT,DEN BURG,448,TEXEL,Openbaar,222313879,https://www.thijsseschool-texel.nl,Postbus,174,1790 AD,DEN BURG,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3759,Noord-Holland,79874,18SO,Openbare Basisschool Durperhonk,Klimpstraat,27,1795 AL,DE COCKSDORP,448,TEXEL,Openbaar,222316516,https://www.durperhonk.nl/,Klimpstraat,27,1795 AL,DE COCKSDORP,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3760,Noord-Holland,79874,18US,De Vliekotter,Vliestraat,26,1794 AV,OOSTEREND NH,448,TEXEL,Openbaar,222318903,https://www.vliekotter.nl,Vliestraat,26,1794 AV,OOSTEREND NH,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3761,Noord-Holland,79874,18VC,De Bruinvis,Trompstraat,1,1792 BJ,OUDESCHILD,448,TEXEL,Openbaar,222313893,https://www.bruinvistexel.com/,Trompstraat,1,1792 BJ,OUDESCHILD,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3762,Noord-Holland,79874,23FE,Vrije School Stella Maris,Emmalaan,47,1791 AT,DEN BURG,448,TEXEL,Antroposofisch,222312073,https://www.vrijeschooltexel.nl/,Emmalaan,47,1791 AT,DEN BURG,37,Den Helder,19,Noord-Holland-Noord,23,Kop van Noord-Holland,18,Kop van Noord-Holland,14,Noord-Noord-Holland,23,Kop van Noord-Holland,base school and (secondary) special education,,
3763,Noord-Holland,81316,04FD,Jenaplanschool De Nieuwe Kring,Prinses Beatrixlaan,156-C,1111 GH,DIEMEN,384,DIEMEN,Algemeen bijzonder,206954488,www.denieuwekring.nl,Prinses Beatrixlaan,156-C,1111 GH,DIEMEN,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3764,Noord-Holland,81316,04LA,Oecumenische daltonschool De Rivieren,Lekstraat,35-37,1079 EM,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206641267,www.derivieren.nl,Lekstraat,35-37,1079 EM,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3765,Noord-Holland,81316,06GK,Oecumenische basisschool De Catamaran,Hertspieghelweg,55,1055 KK,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206840451,www.decatamaran.eu,Hertspieghelweg,55,1055 KK,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3766,Noord-Holland,81316,07HQ,Oecumenische basisschool Schreuder,Van de Veldestraat,10,1071 CW,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206795827,www.basisschoolschreuder.nl,Van de Veldestraat,10,1071 CW,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3767,Noord-Holland,81316,11LY,Oecumenische Basisschool Frankendael,Hogeweg,61,1098 CA,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,204638100,www.frankendaelschool.nl,Hogeweg,61-63,1098 CA,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3768,Noord-Holland,81316,12LG,Oecumenische basisschool Oranje Nassau,Ribesstraat,13-15,1032 JR,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206360005,www.onassauschool.nl,Ribesstraat,13-15,1032 JR,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3769,Noord-Holland,81316,12ON,Oecumenische basisschool Nautilus,Theophile de Bockstraat,100-C,1058 VC,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206173656,www.denautilus.net,Theophile de Bockstraat,100-C,1058 VC,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3770,Noord-Holland,81316,12TM,Oecumenische basisschool De Driemaster,Binnenvaart,1,1034 SG,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206319882,www.3master.nl,Binnenvaart,1,1034 SG,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3771,Noord-Holland,81316,12ZS,Oecumenische basisschool De Immanuel,Jan de Louterstraat,92,1063 KX,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206131883,www.immanuelschool.nl,Jan de Louterstraat,92,1063 KX,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3772,Noord-Holland,81316,13CD,Oecumenische basisschool Onze Amsterdamse School,Revaleiland,1-A,1014 ZG,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206829907,www.onzeamsterdamseschool.nl,Revaleiland,1-A,1014 ZG,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3773,Noord-Holland,81316,13FM,Oecumenische basisschool de Visserschool,Columbusplein,34,1057 VB,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206180481,www.devisserschool.nl,Columbusplein,34,1057 VB,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
3774,Noord-Holland,81316,13KX,Oecumenische basisschool Ichthus,Louis Davidsstraat,101,1068 SJ,AMSTERDAM,363,AMSTERDAM,Protestants-Christelijk,206191243,www.deichthusschool.nl,Louis Davidsstraat,101,1068 SJ,AMSTERDAM,44,Amsterdam,20,Zuidelijk Noord-Holland,21,Agglomeratie Amsterdam,23,Groot-Amsterdam,15,Zuid-Noord-Holland,21,Agglomeratie Amsterdam,base school and (secondary) special education,,
